,song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,semi_final,semi_draw_position,final_draw_position,country,language,style,direct_qualifier_10,gender,main_singers,age,selection,key_change_10,backing_dancers,backing_singers,backing_instruments,instrument_10,qualified_10,final_televote_points,final_jury_points,final_televote_votes,final_jury_votes,final_place,final_total_points,semi_place,semi_televote_points,semi_jury_points,semi_total_points,favourite_10,race,host_10
175,Fuego,Pitbull,0.882,0.693,1,-5.783,1,0.139,0.0301,0.000539,0.0618,0.582,135.055,2018,1,19,25,Cyprus,English,Pop,0,Female,1,unknown,unknown,unknown,4,0,0,0,1,253.0,183.0,42.0,27.0,2.0,436.0,2.0,173.0,89.0,262.0,0,unknown,0
176,That's How You Write a Song,Alexander Rybak,0.761,0.78,5,-9.519,0,0.05,0.119,3.62e-06,0.0575,0.901,104.019,2018,2,1,7,Norway,English,Pop,0,Male,1,unknown,unknown,unknown,4,0,0,1,1,84.0,60.0,18.0,12.0,15.0,144.0,1.0,133.0,133.0,266.0,0,unknown,0
177,Goodbye,Elton John,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,2018,2,2,-,Romania,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,5,0,0,,,,,,,11.0,40.0,67.0,107.0,0,unknown,0
178,Nova deca,Sanja Ilic & Balkanika,0.383,0.874,11,-4.02,0,0.111,0.0757,3.65e-05,0.301,0.301,125.19,2018,2,3,10,Serbia,Serbian,Traditional,0,Mix,2,unknown,unknown,unknown,1,2,1,0,1,75.0,38.0,9.0,6.0,19.0,113.0,9.0,72.0,45.0,117.0,0,unknown,0
179,Who We Are,Imagine Dragons,0.407,0.656,6,-7.088,0,0.0413,0.00746,0.255,0.343,0.39,173.954,2018,2,4,-,San Marino,English,Pop,-,Female,1,unknown,unknown,unknown,2,1,0,0,0,,,,,,,17.0,14.0,14.0,28.0,0,unknown,0
180,Higher Ground,Stevie Wonder,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,2018,2,5,15,Denmark,English,Traditional,0,Male,1,unknown,unknown,unknown,4,0,0,0,1,188.0,38.0,32.0,8.0,9.0,226.0,5.0,164.0,40.0,204.0,0,unknown,0
181,I Won't Break,Elyssa Smith,0.324,0.32,2,-9.786,1,0.0285,0.451,0.000384,0.117,0.146,174.209,2018,2,6,-,Russia,English,Pop,-,Female,1,unknown,unknown,unknown,2,3,0,0,0,,,,,,,15.0,51.0,14.0,65.0,0,unknown,0
182,My Lucky Day,Bruce Springsteen,0.398,0.94,2,-6.06,1,0.0587,7.88e-05,2.92e-06,0.352,0.623,140.603,2018,2,7,19,Moldova,English,Pop,0,Mix,3,unknown,unknown,unknown,3,0,0,0,1,115.0,94.0,23.0,13.0,10.0,209.0,3.0,153.0,82.0,235.0,0,unknown,0
183,Outlaw in 'Em,Waylon,0.502,0.933,4,-3.332,0,0.0772,0.0313,0.0,0.368,0.684,87.01,2018,2,8,23,Netherlands,English,Rock,0,Male,1,unknown,unknown,unknown,0,0,4,1,1,32.0,89.0,7.0,18.0,18.0,121.0,7.0,47.0,127.0,174.0,0,unknown,0
184,We Got Love,"Sigala, Ella Henderson",0.722,0.812,9,-3.352,0,0.0924,0.0205,2.51e-05,0.131,0.657,124.909,2018,2,9,16,Australia,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,9.0,90.0,3.0,17.0,20.0,99.0,4.0,82.0,130.0,212.0,0,unknown,0
185,For You,NightCove_thefox,0.767,0.286,3,-16.052,1,0.0544,0.296,0.0,0.0992,0.484,100.019,2018,2,10,-,Georgia,Georgian,Pop,-,Male,3,unknown,unknown,unknown,0,0,2,0,0,,,,,,,18.0,13.0,11.0,24.0,0,unknown,0
186,Light Me Up,Ingrid Michaelson,0.417,0.595,6,-7.84,1,0.0396,0.158,0.000269,0.101,0.117,147.928,2018,2,11,-,Poland,English,Dance,-,Male,1,unknown,unknown,unknown,1,3,1,0,0,,,,,,,14.0,60.0,21.0,81.0,0,unknown,0
187,Taboo,Don Omar,0.43,0.886,0,-5.811,1,0.0828,0.0449,0.0,0.0879,0.808,187.38,2018,2,12,-,Malta,English,Pop,-,Female,1,unknown,unknown,unknown,1,0,0,0,0,,,0.0,0.0,,,13.0,8.0,93.0,101.0,0,unknown,0
188,Viszlat nyar,AWS,0.346,0.936,8,-3.933,1,0.0502,7e-05,1.08e-05,0.052,0.38,163.999,2018,2,13,21,Hungary,Hungarian,Rock,0,Male,1,unknown,unknown,unknown,0,0,4,0,1,65.0,28.0,15.0,7.0,21.0,93.0,10.0,88.0,23.0,111.0,0,unknown,0
189,Funny Girl,Father John Misty,0.237,0.352,10,-8.864,1,0.0359,0.963,0.229,0.156,0.254,180.402,2018,2,14,-,Latvia,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,12.0,14.0,92.0,106.0,0,unknown,0
190,Dance You Off,Benjamin Ingrosso,0.73,0.692,8,-5.432,1,0.0695,0.104,5.42e-06,0.106,0.76,109.08,2018,2,15,20,Sweden,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,21.0,253.0,7.0,35.0,7.0,274.0,2.0,83.0,171.0,254.0,0,unknown,0
191,Inje,Rise Against,0.42,0.996,8,-2.961,0,0.0804,0.000229,0.00042,0.0897,0.433,105.686,2018,2,16,-,Montenegro,Montenegrin,Rock,-,Male,1,unknown,unknown,unknown,4,0,1,0,0,,,,,,,16.0,17.0,23.0,40.0,0,unknown,0
192,"Hvala, ne!",Lea Sirk,0.813,0.595,1,-8.471,1,0.0475,0.0148,0.000164,0.1,0.359,140.066,2018,2,17,3,Slovenia,Slovene,Pop,0,Female,1,unknown,unknown,unknown,4,0,0,0,1,23.0,41.0,4.0,12.0,22.0,64.0,8.0,65.0,67.0,132.0,0,unknown,0
193,Under the Ladder,MÉLOVIN,0.573,0.75,10,-6.275,0,0.039,0.00251,2.39e-05,0.1,0.48,139.933,2018,2,18,1,Ukraine,English,Dance,0,Male,1,unknown,unknown,unknown,0,4,0,1,1,119.0,11.0,18.0,2.0,17.0,130.0,6.0,114.0,65.0,179.0,0,unknown,0
194,O jardim,Various Artists,0.494,0.291,9,-15.895,1,0.0291,0.766,0.837,0.122,0.0729,83.709,2018,-,-,8,Portugal,Portuguese,Pop,1,Female,1,unknown,unknown,unknown,0,1,0,0,-,18.0,21.0,2.0,5.0,26.0,39.0,,,,,0,unknown,1
195,Storm,"Jorge Rivera-Herrans, Cast of EPIC: The Musical",0.277,0.657,6,-6.687,0,0.0626,0.234,0.0,0.106,0.324,165.02,2018,-,-,9,United Kingdom,English,Pop,1,Female,1,unknown,unknown,unknown,0,0,0,0,-,25.0,23.0,7.0,6.0,24.0,48.0,,,,,0,unknown,0
196,You Let Me Walk Alone,Michael Schulte,0.451,0.279,11,-9.953,1,0.03,0.783,0.0,0.103,0.424,74.786,2018,-,-,11,Germany,English,Pop,1,Male,1,unknown,unknown,unknown,0,0,0,0,-,136.0,204.0,29.0,30.0,4.0,340.0,,,,,0,unknown,0
197,Mercy,Shawn Mendes,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,2018,-,-,13,France,French,Pop,1,Female,1,unknown,unknown,unknown,0,0,1,0,-,59.0,114.0,13.0,21.0,13.0,173.0,,,,,0,unknown,0
198,Non mi avete fatto niente,Ermal Meta,0.433,0.893,6,-4.581,1,0.0647,0.314,0.0,0.137,0.691,89.319,2018,-,-,26,Italy,Italian,Pop,1,Male,2,unknown,unknown,unknown,0,0,0,0,-,249.0,59.0,35.0,11.0,5.0,308.0,,,,,0,unknown,0
199,Tu canciOn,Kevin Kaarl,0.641,0.136,0,-15.905,1,0.0401,0.985,0.0091,0.115,0.214,105.113,2018,-,-,2,Spain,Spanish,Pop,1,Mix,2,unknown,unknown,unknown,0,0,0,0,-,18.0,43.0,3.0,10.0,23.0,61.0,,,,,0,unknown,0
200,I Can't Go On,KALEO,0.368,0.267,8,-9.395,0,0.0428,0.655,2.24e-05,0.0834,0.194,91.88,2017,1,1,24,Sweden,English,Pop,0,Male,1,unknown,unknown,unknown,4,0,0,0,1,126.0,218.0,35.0,33.0,5.0,344.0,3.0,103.0,124.0,227.0,0,unknown,0
201,Keep the Faith,Bon Jovi,0.569,0.968,5,-3.72,0,0.0487,0.00108,0.00153,0.0814,0.568,117.783,2017,1,2,-,Georgia,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,11.0,37.0,62.0,99.0,0,unknown,0
202,Don't Come Easy,Raheem DeVaughn,0.674,0.361,11,-10.036,0,0.218,0.867,3.74e-06,0.0975,0.239,71.613,2017,1,3,14,Australia,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,2.0,171.0,1.0,29.0,9.0,173.0,6.0,21.0,139.0,160.0,0,unknown,0
203,World,AJR,0.68,0.696,5,-6.977,1,0.051,0.116,0.0,0.607,0.684,115.962,2017,1,4,-,Albania,English,Pop,-,Female,1,unknown,unknown,unknown,0,4,0,0,0,,,,,,,14.0,38.0,38.0,76.0,0,unknown,0
204,City Lights,Ese 40'z,0.734,0.694,1,-7.41,1,0.131,0.0816,0.0,0.0843,0.505,94.015,2017,1,5,23,Belgium,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,255.0,108.0,40.0,21.0,4.0,363.0,4.0,125.0,40.0,165.0,0,unknown,0
205,Space,Beach House,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,2017,1,6,-,Montenegro,English,Pop,-,Male,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,16.0,39.0,17.0,56.0,0,unknown,0
206,Blackbird,The Beatles,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,2017,1,7,-,Finland,English,Ballad,-,Female,1,unknown,unknown,unknown,0,0,1,0,0,,,,,,,12.0,51.0,41.0,92.0,0,unknown,0
207,Skeletons,Travis Scott,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,2017,1,8,12,Azerbaijan,English,Pop,0,Female,1,unknown,unknown,unknown,1,4,0,0,1,42.0,78.0,6.0,14.0,14.0,120.0,8.0,63.0,87.0,150.0,0,unknown,0
208,Amar pelos dois,Salvador Sobral,0.215,0.0952,5,-17.769,1,0.0358,0.853,0.00426,0.261,0.16,172.692,2017,1,9,11,Portugal,Portuguese,Ballad,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,376.0,382.0,41.0,39.0,1.0,758.0,1.0,197.0,173.0,370.0,0,unknown,0
209,This Is Love,Air Traffic Controller,0.62,0.732,4,-5.506,1,0.0902,0.102,0.0,0.171,0.645,112.104,2017,1,10,15,Greece,English,Pop,0,Female,1,unknown,unknown,unknown,2,0,0,0,1,29.0,48.0,6.0,7.0,19.0,77.0,10.0,54.0,61.0,115.0,0,unknown,0
210,Flashlight,Various Artists,0.379,0.618,5,-7.065,1,0.0586,0.337,5.1e-06,0.102,0.4,147.53,2017,1,11,2,Poland,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,1,0,1,41.0,23.0,11.0,7.0,22.0,64.0,9.0,69.0,50.0,119.0,0,unknown,0
211,"Hey, Mamma!",Sunstroke Project,0.832,0.807,10,-5.944,0,0.112,0.233,0.0102,0.0681,0.644,110.094,2017,1,12,7,Moldova,English,Dance,0,Male,1,unknown,unknown,unknown,0,3,2,0,1,264.0,110.0,38.0,19.0,3.0,374.0,2.0,180.0,111.0,291.0,0,unknown,0
212,Paper,Taylor Swift,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,2017,1,13,-,Iceland,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,15.0,31.0,29.0,60.0,0,unknown,0
213,My Turn,"kidthvldd backup, kidthvldd",0.858,0.681,1,-5.802,1,0.17,0.00559,0.0,0.231,0.928,127.747,2017,1,14,-,Czech Republic,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,13.0,2.0,81.0,83.0,0,unknown,0
214,Gravity,Brad Breeck,0.62,0.892,5,-3.406,1,0.0431,0.0326,0.971,0.348,0.922,166.124,2017,1,15,19,Cyprus,English,Pop,0,Male,1,unknown,unknown,unknown,2,0,0,0,1,32.0,36.0,6.0,7.0,21.0,68.0,5.0,103.0,61.0,164.0,0,unknown,0
215,Fly with Me,Jonas Brothers,0.481,0.926,0,-3.464,1,0.0576,0.00561,0.0,0.119,0.523,149.957,2017,1,16,5,Armenia,English,Pop,0,Female,1,unknown,unknown,unknown,2,0,0,0,1,21.0,58.0,5.0,16.0,18.0,79.0,7.0,65.0,87.0,152.0,0,unknown,0
216,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,2017,1,17,-,Slovenia,English,Ballad,-,Male,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,17.0,20.0,16.0,36.0,0,unknown,0
217,Line,"Uzielito Mix, Yeri Mua, El Jordan 23",0.878,0.857,1,-2.337,1,0.148,0.0263,0.0,0.301,0.899,99.99,2017,1,18,-,Latvia,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,3,0,0,,,,,,,18.0,20.0,1.0,21.0,0,unknown,0
218,In Too Deep,Sum 41,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,2017,2,1,-,Serbia,English,Pop,-,Female,1,unknown,unknown,unknown,1,0,0,0,0,,,,,,,11.0,45.0,53.0,98.0,0,unknown,0
219,Running on Air,Moonfall,0.626,0.832,1,-3.428,0,0.0419,0.0246,0.0,0.0975,0.377,127.044,2017,2,2,4,Austria,English,Pop,-,Male,1,unknown,unknown,unknown,0,4,0,0,1,0.0,93.0,0.0,24.0,16.0,93.0,7.0,32.0,115.0,147.0,0,unknown,0
220,Dance Alone,"Sia, Kylie Minogue",0.687,0.651,1,-4.756,1,0.0419,0.00296,0.26,0.0822,0.508,119.961,2017,2,3,-,North Macedonia,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,15.0,40.0,29.0,69.0,0,unknown,0
221,Breathlessly,Lovetape,0.41,0.626,3,-5.088,1,0.029,0.142,0.000398,0.18,0.522,179.908,2017,2,4,-,Malta,English,Ballad,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,16.0,0.0,55.0,55.0,0,unknown,0
222,Yodel It!,"Ilinca, Alex Florea",0.504,0.862,10,-6.81,1,0.129,0.00309,0.0,0.0856,0.749,174.022,2017,2,5,20,Romania,English,Pop,0,Mix,2,unknown,unknown,unknown,0,1,0,0,1,224.0,58.0,38.0,11.0,7.0,282.0,6.0,148.0,26.0,174.0,0,unknown,0
223,Lights and Shadows,Thejrsounddesign,0.419,0.00463,10,-23.276,1,0.0501,0.985,0.882,0.0948,0.177,128.569,2017,2,6,6,Netherlands,English,Pop,0,Female,3,unknown,unknown,unknown,0,0,0,0,1,15.0,135.0,5.0,25.0,11.0,150.0,4.0,51.0,149.0,200.0,0,unknown,0
224,Origo,Pápai Joci,0.596,0.733,9,-6.514,0,0.152,0.479,0.0,0.29,0.376,107.865,2017,2,7,8,Hungary,Hungarian,Traditional,0,Male,1,unknown,unknown,unknown,1,0,0,0,1,152.0,48.0,33.0,10.0,8.0,200.0,2.0,165.0,66.0,231.0,0,unknown,0
225,Where I Am,"Meisym, Flx",0.571,0.675,4,-4.612,0,0.0391,0.76,2.62e-05,0.354,0.325,141.01,2017,2,8,10,Denmark,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,8.0,69.0,1.0,14.0,20.0,77.0,10.0,5.0,96.0,101.0,0,unknown,0
226,Dying to Try,Brendan Murray,0.44,0.481,5,-7.199,0,0.0335,0.626,0.0,0.108,0.192,163.876,2017,2,9,-,Ireland,English,Ballad,-,Male,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,13.0,41.0,45.0,86.0,0,unknown,0
227,Spirit of the Night,Tesla Boy,0.597,0.936,2,-5.836,1,0.0557,0.0479,0.00193,0.825,0.582,159.98,2017,2,10,-,San Marino,English,Pop,-,Mix,2,unknown,unknown,unknown,3,0,0,0,0,,,,,,,18.0,1.0,0.0,1.0,0,unknown,0
228,My Friend,DC Talk,0.49,0.831,9,-3.768,1,0.0444,0.00822,1.14e-06,0.0869,0.416,121.999,2017,2,11,13,Croatia,"English,ï¿½Italian",Opera,0,Male,1,unknown,unknown,unknown,0,3,2,0,1,103.0,25.0,21.0,6.0,13.0,128.0,8.0,104.0,37.0,141.0,0,unknown,0
229,Grab the Moment,JOWST,0.693,0.612,4,-6.665,0,0.0941,0.117,0.0,0.0905,0.316,104.014,2017,2,12,17,Norway,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,3,0,1,29.0,129.0,8.0,24.0,10.0,158.0,5.0,52.0,137.0,189.0,0,unknown,0
230,Apollo,Last Dinosaurs,0.512,0.915,8,-5.183,0,0.104,0.296,0.000185,0.156,0.53,127.015,2017,2,13,-,Switzerland,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,2,0,0,,,,,,,12.0,49.0,48.0,97.0,0,unknown,0
231,Story of My Life,One Direction,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,2017,2,14,3,Belarus,Belarusian,Pop,0,Mix,2,unknown,unknown,unknown,0,0,0,1,1,33.0,50.0,9.0,11.0,17.0,83.0,9.0,55.0,55.0,110.0,0,unknown,0
232,Beautiful Mess,Hillary Scott & The Scott Family,0.463,0.722,0,-6.453,1,0.0423,0.478,2.5e-06,0.139,0.479,84.913,2017,2,15,25,Bulgaria,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,337.0,278.0,41.0,38.0,2.0,615.0,1.0,204.0,199.0,403.0,0,unknown,0
233,Rain of Revolution,Leah Burton,0.258,0.414,5,-20.373,1,0.0575,0.971,0.928,0.394,0.152,80.44,2017,2,16,-,Lithuania,English,Pop,-,Female,1,unknown,unknown,unknown,0,4,1,0,0,,,,,,,17.0,25.0,17.0,42.0,0,unknown,0
234,Verona,Muse,0.336,0.846,7,-5.026,1,0.0484,0.0969,0.000601,0.097,0.221,176.056,2017,2,17,-,Estonia,English,Pop,-,Mix,2,unknown,unknown,unknown,0,0,0,0,0,,,,,,,14.0,69.0,16.0,85.0,0,unknown,0
235,I Feel Alive,"Kordhell, Scarlxrd",0.613,0.944,10,-0.142,0,0.0428,8.27e-05,0.00425,0.325,0.497,118.069,2017,2,18,1,Israel,English,Pop,0,Male,1,unknown,unknown,unknown,5,0,0,0,1,5.0,34.0,3.0,8.0,23.0,39.0,3.0,132.0,75.0,207.0,0,unknown,0
236,Occidentali's Karma,Francesco Gabbani,0.66,0.835,10,-4.018,1,0.0853,0.0425,3.54e-06,0.111,0.588,114.084,2017,-,-,9,Italy,Italian[f],Pop,1,Male,1,unknown,unknown,unknown,1,4,0,0,-,208.0,126.0,36.0,20.0,6.0,334.0,,,,,1,unknown,0
237,Do It for Your Lover,Manel Navarro,0.656,0.768,7,-4.117,1,0.0512,0.0133,4.94e-06,0.106,0.881,169.94,2017,-,-,16,Spain,"Spanish, English",Pop,1,Male,1,unknown,unknown,unknown,0,0,3,1,-,5.0,0.0,1.0,0.0,26.0,5.0,,,,,0,unknown,0
238,Never Give Up on You,"SLANDER, Synymata, Elle Vee",0.362,0.766,6,-3.638,0,0.0822,0.0161,0.0,0.111,0.173,135.375,2017,-,-,18,United Kingdom,English,Ballad,1,Female,1,unknown,unknown,unknown,0,0,0,0,-,12.0,99.0,4.0,21.0,15.0,111.0,,,,,0,unknown,0
239,Perfect Life,Twin Tacoma,0.409,0.284,5,-14.192,1,0.037,0.918,0.00214,0.131,0.4,110.14,2017,-,-,21,Germany,English,Pop,1,Female,1,unknown,unknown,unknown,0,0,0,0,-,3.0,3.0,1.0,1.0,25.0,6.0,,,,,0,unknown,0
240,Time,MGMT,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,2017,-,-,22,Ukraine,English,Rock,1,Male,1,unknown,unknown,unknown,0,1,4,1,-,24.0,12.0,6.0,3.0,24.0,36.0,,,,,0,unknown,1
241,Requiem,"Wolfgang Amadeus Mozart, Anna di Mauro, Zdeněk Košler, Johannes Wildner",0.069,0.101,2,-23.487,0,0.0407,0.961,0.795,0.444,0.0707,74.782,2017,-,-,26,France,"French, English",Pop,1,Female,1,unknown,unknown,unknown,0,0,0,0,-,90.0,45.0,24.0,12.0,12.0,135.0,,,,,0,unknown,0
242,Sing It Away,Sandhja,0.652,0.898,7,-4.554,0,0.0773,0.00473,0.0269,0.152,0.576,126.027,2016,1,1,-,Finland,English,Pop,-,Female,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,15.0,16.0,35.0,51.0,0,unknown,0
243,Utopian Land,Various Artists,0.721,0.957,0,-5.425,0,0.108,2.48e-05,0.907,0.0659,0.515,128.01,2016,1,2,-,Greece,"English,ï¿½Greek3",Pop,-,Mix,4,unknown,unknown,unknown,0,0,2,0,0,,,,,,,16.0,22.0,22.0,44.0,0,unknown,0
244,Falling Stars,Stick Figure,0.753,0.666,8,-7.981,1,0.0329,0.652,0.472,0.123,0.688,141.007,2016,1,3,-,Moldova,English,Pop,-,Female,1,unknown,unknown,unknown,1,0,0,0,0,,,,,,,17.0,9.0,24.0,33.0,0,unknown,0
245,Pioneer,Upchurch,0.692,0.728,11,-7.398,0,0.0384,0.019,0.0,0.351,0.422,160.98,2016,1,4,5,Hungary,English,Pop,0,Male,1,unknown,unknown,unknown,0,3,1,0,1,56.0,52.0,16.0,12.0,19.0,108.0,4.0,119.0,78.0,197.0,0,unknown,0
246,Lighthouse,Kelly Clarkson,0.634,0.341,5,-5.614,1,0.0257,0.66,0.0,0.18,0.204,77.976,2016,1,5,17,Croatia,English,Pop,0,Female,1,unknown,unknown,unknown,0,4,0,0,1,33.0,40.0,5.0,11.0,23.0,73.0,10.0,53.0,80.0,133.0,0,unknown,0
247,Slow Down,Selena Gomez,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,2016,1,6,3,Netherlands,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,5,1,1,39.0,114.0,8.0,22.0,11.0,153.0,5.0,95.0,102.0,197.0,0,unknown,0
248,LoveWave,Gagan Lally,0.838,0.504,9,-8.117,1,0.0628,0.0898,0.0,0.0887,0.855,116.919,2016,1,7,26,Armenia,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,134.0,115.0,21.0,21.0,7.0,249.0,2.0,116.0,127.0,243.0,0,unknown,0
249,I Didn't Know,Sofia Carson,0.385,0.265,6,-9.02,0,0.0809,0.291,0.0,0.135,0.285,82.744,2016,1,8,-,San Marino,English,Pop,-,Male,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,12.0,49.0,19.0,68.0,0,unknown,0
250,You Are the Only One,"Kirk Franklin, Gods Property",0.546,0.911,11,-6.134,0,0.248,0.14,0.0,0.938,0.747,180.207,2016,1,9,18,Russia,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,361.0,130.0,41.0,20.0,3.0,491.0,1.0,194.0,148.0,342.0,1,unknown,0
251,I Stand,Godsmack,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,2016,1,10,2,Czech Republic,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,0.0,41.0,0.0,11.0,25.0,41.0,9.0,41.0,120.0,161.0,0,unknown,0
252,Alter Ego,Vivid BAD SQUAD,0.633,0.942,0,-3.853,1,0.101,0.315,0.0,0.306,0.805,175.96,2016,1,11,14,Cyprus,English,Rock,0,Male,1,unknown,unknown,unknown,0,0,4,0,1,53.0,43.0,11.0,10.0,21.0,96.0,8.0,93.0,71.0,164.0,0,unknown,0
253,Loin d'ici,Zamdane,0.807,0.67,8,-5.863,0,0.107,0.554,0.0,0.19,0.526,119.966,2016,1,12,24,Austria,French,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,120.0,31.0,27.0,7.0,13.0,151.0,7.0,133.0,37.0,170.0,0,unknown,0
254,Play,Daniel Garcia,0.819,0.635,6,-6.367,0,0.0333,0.78,0.0,0.193,0.949,121.989,2016,1,13,-,Estonia,English,Pop,-,Male,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,18.0,15.0,9.0,24.0,0,unknown,0
255,Miracle,"Calvin Harris, Ellie Goulding",0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,2016,1,14,4,Azerbaijan,English,Pop,0,Female,1,unknown,unknown,unknown,0,4,0,0,1,73.0,44.0,13.0,11.0,17.0,117.0,6.0,93.0,92.0,185.0,0,unknown,0
256,The Real Thing,Bitty McLean,0.692,0.615,4,-9.243,0,0.0618,0.0129,0.000217,0.127,0.521,81.427,2016,1,15,-,Montenegro,English,Pop,-,Male,1,unknown,unknown,unknown,1,1,2,0,0,,,,,,,13.0,14.0,46.0,60.0,0,unknown,0
257,Hear Them Calling,Greta Salóme,0.451,0.539,5,-12.399,1,0.0509,0.0338,0.0,0.202,0.31,134.192,2016,1,16,-,Iceland,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,14.0,24.0,27.0,51.0,0,unknown,0
258,Ljubav je,"Dalal Midhat, Deen",0.304,0.73,3,-5.63,1,0.115,0.343,0.0,0.0895,0.478,83.531,2016,1,17,-,Bosnia and Herzegovina,Bosnian,Pop,-,Mix,3,unknown,unknown,unknown,0,0,1,0,0,,,,,,,11.0,78.0,26.0,104.0,0,unknown,0
259,Walk on Water,Eminem,0.483,0.439,9,-10.212,0,0.238,0.805,0.0,0.637,0.618,81.986,2016,1,18,22,Malta,English,Pop,0,Female,1,unknown,unknown,unknown,1,0,0,0,1,16.0,137.0,3.0,23.0,12.0,153.0,3.0,54.0,155.0,209.0,0,unknown,0
260,Heartbeat,Childish Gambino,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,2016,2,1,20,Latvia,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,63.0,69.0,13.0,14.0,15.0,132.0,8.0,68.0,64.0,132.0,0,unknown,0
261,Color of Your Life,Michał Szpak,0.489,0.673,9,-4.924,0,0.0281,0.0884,0.0,0.0831,0.252,83.004,2016,2,2,12,Poland,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,4,0,1,222.0,7.0,35.0,4.0,8.0,229.0,6.0,131.0,20.0,151.0,0,unknown,0
262,The Last of Our Kind,Before You Fall,0.236,0.944,8,-4.242,1,0.0901,7.92e-05,2.16e-05,0.0987,0.146,180.02,2016,2,3,-,Switzerland,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,18.0,3.0,25.0,28.0,0,unknown,0
263,Made of Stars,Refuzion,0.424,0.829,0,-5.505,1,0.0419,0.000669,0.0,0.123,0.161,154.944,2016,2,4,7,Israel,English,Ballad,0,Male,1,unknown,unknown,unknown,2,0,0,0,1,11.0,124.0,3.0,25.0,14.0,135.0,7.0,20.0,127.0,147.0,0,unknown,0
264,Help You Fly,Ivan,0.487,0.762,2,-6.095,0,0.0305,0.000624,2.43e-06,0.149,0.295,93.044,2016,2,5,-,Belarus,English,Pop,-,Male,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,12.0,52.0,32.0,84.0,0,unknown,0
