,song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,semi_final,semi_draw_position,final_draw_position,country,language,style,direct_qualifier_10,gender,main_singers,age,selection,key_change_10,backing_dancers,backing_singers,backing_instruments,instrument_10,qualified_10,final_televote_points,final_jury_points,final_televote_votes,final_jury_votes,final_place,final_total_points,semi_place,semi_televote_points,semi_jury_points,semi_total_points,favourite_10,race,host_10
358,Cliche Love Song,Basim,0.774,0.867,8,-3.41,1,0.0608,0.0668,0.0,0.0577,0.729,111.993,2014,-,-,23,Denmark,English,Pop,1,Male,1,unknown,unknown,unknown,2,3,0,0,-,85.0,42.0,12.0,16.0,9.0,127.0,,,,,0,unknown,1
359,Children of the Universe,Arjen Anthony Lucassen's Star One,0.263,0.559,9,-9.11,0,0.0349,0.00364,0.0356,0.11,0.0899,143.004,2014,-,-,26,United Kingdom,English,Pop,1,Female,1,unknown,unknown,unknown,0,4,1,0,-,49.0,24.0,5.0,12.0,17.0,73.0,,,,,0,unknown,0
360,Shine,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,2013,1,1,-,Austria,English,Pop,-,Female,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,14.0,,,27.0,0,unknown,0
361,Et uus saaks alguse,Birgit Õigemeel,0.469,0.592,5,-5.468,1,0.0274,0.766,0.0,0.0745,0.325,78.021,2013,1,2,7,Estonia,Estonian,Ballad,-,Female,1,unknown,unknown,unknown,0,3,0,0,1,,,,,20.0,0.0,10.0,,,52.0,0,unknown,0
362,Straight Into Love,Kenny Rogers,0.589,0.448,2,-6.685,1,0.0304,0.309,0.0,0.317,0.144,78.036,2013,1,3,-,Slovenia,English,Dance,-,Female,1,unknown,unknown,unknown,3,0,0,0,0,,,,,,,16.0,,,8.0,0,unknown,0
363,Mizerja,Oliver Dragojevic,0.655,0.588,0,-7.135,1,0.0268,0.177,0.0,0.381,0.609,108.745,2013,1,4,-,Croatia,Croatian,Traditional,-,Male,6,unknown,unknown,unknown,0,0,0,0,0,,,,,,,13.0,,,38.0,0,unknown,0
364,Only Teardrops,Emmelie de Forest,0.586,0.855,0,-4.131,1,0.0583,0.0853,0.0,0.329,0.42,110.986,2013,1,5,18,Denmark,English,Pop,0,Female,1,unknown,unknown,unknown,0,3,2,0,1,,,,,1.0,0.0,1.0,,,167.0,1,unknown,0
365,What If,Kane Brown,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,2013,1,6,10,Russia,English,Ballad,0,Female,1,unknown,unknown,unknown,0,4,0,0,1,,,,,5.0,0.0,2.0,,,156.0,0,unknown,0
366,Gravity,Brad Breeck,0.62,0.892,5,-3.406,1,0.0431,0.0326,0.971,0.348,0.922,166.124,2013,1,7,22,Ukraine,English,Pop,0,Female,1,unknown,unknown,unknown,1,4,0,0,1,,,,,3.0,0.0,3.0,,,140.0,0,unknown,0
367,Birds,TV Girl,0.605,0.942,7,-4.549,1,0.0655,0.016,0.0,0.137,0.8,106.562,2013,1,8,13,Netherlands,English,Ballad,0,Female,1,unknown,unknown,unknown,0,3,0,0,1,,,,,9.0,0.0,6.0,,,75.0,0,unknown,0
368,Igranka,Momo i Dodir,0.649,0.736,4,-4.019,1,0.0417,0.27,0.0,0.187,0.971,139.978,2013,1,9,-,Montenegro,Montenegrin,Dance,-,Mix,3,unknown,unknown,unknown,0,0,0,0,0,,,,,,,12.0,,,41.0,0,unknown,0
369,Something,Zach Bryan,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,2013,1,10,2,Lithuania,English,Dance,0,Male,1,unknown,unknown,unknown,0,4,0,0,1,,,,,22.0,0.0,9.0,,,53.0,0,unknown,0
370,Solayoh,Alyona Lanskaya,0.81,0.91,11,-5.104,0,0.0468,0.0198,0.00284,0.282,0.602,94.983,2013,1,11,8,Belarus,English,Dance,0,Female,1,unknown,unknown,unknown,2,3,0,0,1,,,,,16.0,0.0,7.0,,,64.0,0,unknown,0
371,O mie,JESSIE,0.73,0.608,0,-8.937,1,0.0679,0.182,0.0,0.158,0.473,103.068,2013,1,12,3,Moldova,Romanian,Ballad,0,Female,1,unknown,unknown,unknown,3,0,1,0,1,,,,,11.0,0.0,4.0,,,95.0,0,unknown,0
372,Only Love Survives,Ryan Dolan,0.541,0.834,0,-5.258,0,0.0663,0.00498,0.0,0.191,0.355,128.012,2013,1,13,26,Ireland,English,Pop,0,Male,1,unknown,unknown,unknown,0,2,3,0,1,,,,,26.0,0.0,8.0,,,54.0,0,unknown,0
373,An me thimasai,Despina Olimpiou,0.582,0.419,0,-7.275,1,0.0365,0.331,0.0,0.369,0.385,128.088,2013,1,14,-,Cyprus,Greek,Ballad,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,15.0,,,11.0,0,unknown,0
374,Love Kills,King Lil G,0.756,0.641,10,-7.883,1,0.219,0.743,0.0,0.101,0.534,130.029,2013,1,15,6,Belgium,English,Pop,0,Male,1,unknown,unknown,unknown,2,3,0,0,1,,,,,12.0,0.0,5.0,,,75.0,0,unknown,0
375,Ljubav je svuda,Tereza Kesovija,0.699,0.697,5,-7.087,1,0.0299,0.541,0.0,0.12,0.921,153.987,2013,1,16,-,Serbia,Serbian,Dance,-,Female,3,unknown,unknown,unknown,0,3,0,0,0,,,,,,,11.0,,,46.0,0,unknown,0
376,Here We Go,Chris Classic,0.462,0.786,10,-10.451,0,0.0538,0.000123,0.303,0.0712,0.44,181.9,2013,2,1,-,Latvia,English,Dance,-,Male,2,unknown,unknown,unknown,0,0,2,0,0,,,,,,,17.0,,,13.0,0,unknown,0
377,Crisalide (Vola),Valentina Monetta,0.348,0.831,3,-4.59,0,0.072,0.454,0.0,0.151,0.602,151.667,2013,2,2,-,San Marino,Italian,Ballad,-,Female,1,unknown,unknown,unknown,2,0,0,0,0,,,,,,,11.0,,,47.0,0,unknown,0
378,Pred da se razdeni,Lozano,0.562,0.907,10,-4.441,1,0.0422,0.00343,0.0,0.331,0.276,125.015,2013,2,3,-,North Macedonia,"Macedonian,ï¿½Romani",Traditional,-,Mix,2,unknown,unknown,unknown,0,2,0,0,0,,,,,,,16.0,,,28.0,0,unknown,0
379,Hold Me,Brian McKnight,0.866,0.476,0,-8.121,1,0.0522,0.0414,0.000149,0.0523,0.631,96.932,2013,2,4,20,Azerbaijan,English,Ballad,0,Male,1,unknown,unknown,unknown,2,0,0,0,1,,,,,2.0,0.0,1.0,,,139.0,0,unknown,0
380,Marry Me,Train,0.461,0.267,0,-8.514,1,0.0278,0.834,2.03e-05,0.107,0.481,87.918,2013,2,5,4,Finland,English,Pop,0,Female,1,unknown,unknown,unknown,3,2,0,0,1,,,,,24.0,0.0,9.0,,,64.0,0,unknown,0
381,Tomorrow,"Original Motion Picture Cast of ""Annie""",0.444,0.304,4,-14.549,1,0.0292,0.519,0.000187,0.745,0.676,81.035,2013,2,6,9,Malta,English,Pop,0,Male,1,unknown,unknown,unknown,0,3,0,0,1,,,,,8.0,0.0,4.0,,,118.0,0,unknown,0
382,Samo shampioni,Bassnectar,0.452,0.857,11,-4.135,0,0.0355,0.000149,0.823,0.486,0.15,150.069,2013,2,7,-,Bulgaria,Bulgarian,Traditional,-,Mix,2,unknown,unknown,unknown,0,3,0,1,0,,,,,,,12.0,,,45.0,0,unknown,0
383,Eg a lif,Various Artists,0.513,0.317,4,-9.439,1,0.0276,0.534,0.0,0.131,0.361,75.012,2013,2,8,19,Iceland,Icelandic,Traditional,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,,,,,17.0,0.0,6.0,,,72.0,0,unknown,0
384,Alcohol Is Free,Koza Mostra,0.573,0.939,2,-4.336,0,0.0399,0.0071,0.0,0.0319,0.725,172.01,2013,2,9,21,Greece,Greek1,Traditional,0,Male,4,unknown,unknown,unknown,0,0,2,1,1,,,,,6.0,0.0,2.0,,,121.0,0,unknown,0
385,Rak Bishvilo,Moshe Tischler,0.7,0.815,0,-3.181,1,0.0424,0.182,0.0,0.102,0.756,123.938,2013,2,10,-,Israel,Hebrew,Ballad,-,Female,1,unknown,unknown,unknown,0,2,1,0,0,,,,,,,14.0,,,40.0,0,unknown,0
386,Lonely Planet,New York Dolls,0.477,0.528,2,-14.751,1,0.033,0.129,0.108,0.0944,0.564,119.569,2013,2,11,12,Armenia,English,Rock,0,Male,1,unknown,unknown,unknown,0,0,4,0,1,,,,,18.0,0.0,7.0,,,69.0,0,unknown,0
387,Kedvesem (Zoohacker Remix),ByeAlex,0.657,0.642,5,-7.11,1,0.0685,0.432,0.0,0.155,0.57,171.785,2013,2,12,17,Hungary,Hungarian,Pop,0,Male,1,unknown,unknown,unknown,0,1,1,0,1,,,,,10.0,0.0,8.0,,,66.0,0,unknown,0
388,I Feed You My Love,Margaret Berger,0.517,0.944,11,-5.685,0,0.141,0.00226,0.000255,0.211,0.283,95.976,2013,2,13,24,Norway,English,Dance,0,Female,1,unknown,unknown,unknown,0,3,1,0,1,,,,,4.0,0.0,3.0,,,120.0,0,unknown,0
389,Identitet,Macha Ravel,0.778,0.326,7,-13.578,0,0.32,0.725,7.37e-06,0.127,0.628,140.015,2013,2,14,-,Albania,Albanian,Rock,-,Male,2,unknown,unknown,unknown,0,0,3,1,0,,,,,,,15.0,,,31.0,0,unknown,0
390,Waterfall,TLC,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,2013,2,15,25,Georgia,English,Ballad,0,Mix,2,unknown,unknown,unknown,0,3,0,0,1,,,,,15.0,0.0,10.0,,,63.0,0,unknown,0
391,You and Me,Lifehouse,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,2013,2,16,-,Switzerland,English,Pop,-,Mix,2,unknown,unknown,unknown,0,0,4,0,0,,,,,,,13.0,,,41.0,0,unknown,0
392,It's My Life,Bon Jovi,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,2013,2,17,14,Romania,English,Dance,0,Male,1,unknown,unknown,unknown,3,0,0,0,1,,,,,13.0,0.0,5.0,,,83.0,0,unknown,0
393,L'enfer et moi,Amandine Bourgeois,0.551,0.615,1,-4.921,0,0.0344,0.00762,1.01e-06,0.328,0.344,179.953,2013,-,-,1,France,French,Rock,1,Female,1,unknown,unknown,unknown,0,3,0,0,-,,,,,23.0,0.0,,,,,0,unknown,0
394,Contigo hasta el final,"Gian Marco, Mike Bahía",0.739,0.803,0,-7.482,0,0.232,0.546,0.0,0.0873,0.783,121.875,2013,-,-,5,Spain,Spanish,Rock,1,Female,1,unknown,unknown,unknown,0,0,5,0,-,,,,,25.0,0.0,,,,,0,unknown,0
395,Glorious,Macklemore,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,2013,-,-,11,Germany,English,Dance,1,Female,1,unknown,unknown,unknown,2,0,0,0,-,,,,,21.0,0.0,,,,,0,unknown,0
396,Believe in Me,Flamingosis,0.722,0.576,8,-12.231,1,0.0492,0.0161,0.00142,0.254,0.716,88.013,2013,-,-,15,United Kingdom,English,Rock,1,Female,1,unknown,unknown,unknown,0,0,5,0,-,,,,,19.0,0.0,,,,,0,unknown,0
397,You,Taylor Swift,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,2013,-,-,16,Sweden,English,Dance,1,Male,1,unknown,unknown,unknown,3,2,0,0,-,,,,,14.0,0.0,,,,,0,unknown,1
398,L'essenziale,Marco Mengoni,0.556,0.632,6,-4.438,1,0.0359,0.196,0.0,0.114,0.152,126.03,2013,-,-,23,Italy,Italian,Ballad,1,Male,1,unknown,unknown,unknown,0,0,0,0,-,,,,,7.0,0.0,,,,,0,unknown,0
399,Euro Neuro,Stereo Total,0.692,0.954,2,-4.308,1,0.0397,0.187,0.0118,0.15,0.957,163.027,2012,1,1,-,Montenegro,English,Traditional,-,Male,1,unknown,unknown,unknown,0,3,2,0,0,,,,,,,15.0,,,20.0,0,unknown,0
400,Never Forget,Zara Larsson,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,2012,1,2,7,Iceland,English,Ballad,0,Mix,2,unknown,unknown,unknown,0,4,0,1,1,39.0,53.0,,,20.0,92.0,8.0,,,75.0,0,unknown,0
401,Aphrodisiac,IAMX,0.646,0.904,2,-8.253,1,0.0961,0.0199,6.6e-06,0.0693,0.449,120.027,2012,1,3,16,Greece,English,Dance,0,Female,1,unknown,unknown,unknown,4,1,0,0,1,89.0,60.0,,,17.0,149.0,4.0,,,116.0,0,unknown,0
402,Beautiful Song,Anne Trenning,0.291,0.281,2,-12.224,1,0.0354,0.977,0.889,0.119,0.204,97.577,2012,1,4,-,Latvia,English,Pop,-,Female,1,unknown,unknown,unknown,0,4,0,0,0,,,,,,,16.0,,,17.0,0,unknown,0
403,Suus3,La Bamba,0.674,0.818,5,-5.333,1,0.0325,0.0737,0.0,0.0548,0.776,127.024,2012,1,5,3,Albania,Albanian,Ballad,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,106.0,157.0,,,5.0,263.0,2.0,,,146.0,0,unknown,0
404,Zaleilah,Mandinga,0.691,0.819,0,-4.722,1,0.0505,0.0264,0.000641,0.32,0.812,126.989,2012,1,6,14,Romania,"Spanish, English",Dance,0,Female,1,unknown,unknown,unknown,0,0,5,0,1,117.0,53.0,,,12.0,170.0,3.0,,,120.0,0,unknown,0
405,Unbreakable,Various Artists,0.38,0.694,7,-4.711,1,0.0943,0.331,0.0,0.0804,0.252,200.414,2012,1,7,-,Switzerland,English,Rock,-,Male,1,unknown,unknown,unknown,0,0,3,0,0,,,,,,,11.0,,,45.0,0,unknown,0
406,Would You?,Richard Swift,0.418,0.549,2,-10.752,1,0.0353,0.172,5.46e-05,0.054,0.361,113.621,2012,1,8,-,Belgium,English,Ballad,-,Female,1,unknown,unknown,unknown,0,3,0,0,0,,,,,,,17.0,,,16.0,0,unknown,0
407,Nar jag blundar,Daniel Adams-Ray,0.589,0.497,7,-8.934,1,0.087,0.0302,7.36e-05,0.124,0.462,85.99,2012,1,9,-,Finland,Swedish,Ballad,-,Female,1,unknown,unknown,unknown,0,0,1,0,0,,,,,,,12.0,,,41.0,0,unknown,0
408,Time,MGMT,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,2012,1,10,-,Israel,"English,ï¿½Hebrew",Pop,-,Male,1,unknown,unknown,unknown,0,2,3,1,0,,,,,,,13.0,,,33.0,0,unknown,0
409,The Social Network Song (Oh Oh ï¿½ Uh - Oh Oh),Trent Reznor and Atticus Ross,0.204,0.154,2,-25.379,1,0.0421,0.971,0.945,0.103,0.0389,114.21,2012,1,11,-,San Marino,English,Dance,-,Female,1,unknown,unknown,unknown,0,4,1,0,0,,,,,,,14.0,,,31.0,0,unknown,0
410,La La Love,WJSN,0.624,0.91,7,-2.246,1,0.085,0.0318,1.68e-06,0.246,0.516,120.967,2012,1,12,8,Cyprus,English,Dance,0,Female,1,unknown,unknown,unknown,4,1,0,0,1,63.0,85.0,,,16.0,148.0,7.0,,,91.0,0,unknown,0
411,Should've Known Better,Richard Marx,0.548,0.704,8,-13.061,1,0.0402,0.0751,0.00051,0.0463,0.682,169.119,2012,1,13,15,Denmark,English,Rock,0,Female,1,unknown,unknown,unknown,0,1,4,0,1,18.0,51.0,,,23.0,69.0,9.0,,,63.0,0,unknown,0
412,Party for Everybody,Buranovskie Babushki,0.655,0.849,0,-5.029,0,0.127,0.187,0.0,0.346,0.619,125.964,2012,1,14,6,Russia,"Udmurt, English",Dance,0,Female,6,unknown,unknown,unknown,0,0,0,0,1,332.0,94.0,,,2.0,426.0,1.0,,,152.0,0,unknown,0
413,Sound of Our Hearts,Compact Disco,0.411,0.798,11,-4.269,0,0.0379,0.0186,7.66e-06,0.166,0.276,159.936,2012,1,15,2,Hungary,English,Pop,-,Male,1,unknown,unknown,unknown,0,1,4,0,1,20.0,30.0,,,24.0,50.0,10.0,,,52.0,0,unknown,0
414,Woki mit deim Popo,Trackshittaz,0.869,0.846,0,-2.094,1,0.0402,0.0404,0.0,0.418,0.892,121.009,2012,1,16,-,Austria,German5,Dance,0,Male,2,unknown,unknown,unknown,3,0,0,0,0,,,,,,,18.0,,,8.0,0,unknown,0
415,Lautar,Pasha Parfeni,0.664,0.856,7,-4.247,0,0.0571,0.106,0.0,0.214,0.6,107.044,2012,1,17,26,Moldova,English6,Pop,0,Male,1,unknown,unknown,unknown,3,2,0,0,1,75.0,104.0,,,11.0,179.0,5.0,,,100.0,0,unknown,0
416,Waterline,Four80East,0.638,0.562,1,-10.083,1,0.0268,0.732,0.881,0.116,0.832,93.988,2012,1,18,23,Ireland,English,Dance,0,Male,2,unknown,unknown,unknown,0,4,0,0,1,89.0,14.0,,,19.0,103.0,6.0,,,92.0,0,unknown,0
417,Nije ljubav stvarï¿½,Željko Joksimović,0.31,0.457,1,-6.12,0,0.0325,0.805,0.0,0.104,0.377,106.21,2012,2,1,24,Serbia,Serbian,Ballad,0,Male,1,unknown,unknown,unknown,0,0,5,0,1,211.0,173.0,,,3.0,384.0,2.0,,,159.0,0,unknown,0
418,Crno i belo,Kaliopi,0.574,0.624,2,-6.583,0,0.305,0.33,0.0,0.0821,0.184,129.948,2012,2,2,22,North Macedonia,Macedonian,Rock,0,Female,1,unknown,unknown,unknown,0,0,5,0,1,,,,,13.0,0.0,9.0,,,53.0,0,unknown,0
419,You and Me,Lifehouse,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,2012,2,3,-,Netherlands,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,1,0,0,,,,,,,15.0,,,35.0,0,unknown,0
420,This Is the Night,Mauritio Paladora,0.626,0.849,0,-8.203,1,0.0473,0.0543,0.596,0.149,0.797,123.858,2012,2,4,21,Malta,English,Dance,0,Male,1,unknown,unknown,unknown,1,0,4,0,1,10.0,70.0,,,21.0,80.0,7.0,,,70.0,0,unknown,0
421,We Are the Heroes,Dee & Friends,0.605,0.641,7,-7.409,1,0.205,0.169,0.0,0.192,0.712,191.965,2012,2,5,-,Belarus,English,Dance,-,Male,1,unknown,unknown,unknown,0,0,4,0,0,,,,,,,16.0,,,35.0,0,unknown,0
422,Vida minha,Daniel,0.461,0.594,0,-5.217,1,0.0299,0.118,0.0,0.392,0.505,74.923,2012,2,6,-,Portugal,Portuguese,Ballad,-,Female,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,13.0,,,39.0,0,unknown,0
423,Be My Guest,VoxFox,0.506,0.693,9,-6.394,1,0.0319,0.00438,2.31e-05,0.116,0.644,140.055,2012,2,7,25,Ukraine,English,Dance,0,Female,1,unknown,unknown,unknown,0,0,4,0,1,37.0,125.0,,,15.0,162.0,8.0,,,64.0,0,unknown,0
424,Love Unlimited,Barry White,0.583,0.557,5,-7.027,1,0.0338,0.416,0.00109,0.575,0.523,94.852,2012,2,8,-,Bulgaria,Bulgarian,Dance,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,11.0,,,45.0,0,unknown,0
425,Verjamem,Eva Boto,0.362,0.538,5,-6.361,0,0.0289,0.308,0.0,0.114,0.117,131.96,2012,2,9,-,Slovenia,Slovene,Ballad,-,Female,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,17.0,,,31.0,0,unknown,0
426,Nebo,Beks,0.82,0.785,5,-4.189,1,0.207,0.41,0.0,0.0513,0.845,94.297,2012,2,10,-,Croatia,Croatian,Ballad,-,Female,1,unknown,unknown,unknown,2,3,0,0,0,,,,,,,12.0,,,42.0,0,unknown,0
427,Euphoria,Robert Grace,0.569,0.853,3,-5.604,1,0.0624,0.212,0.0,0.115,0.574,169.883,2012,2,11,17,Sweden,English,Dance,0,Female,1,unknown,unknown,unknown,1,0,0,0,1,343.0,296.0,,,1.0,639.0,1.0,,,181.0,1,unknown,0
428,I'm a Joker,My 70's Hits Machine,0.646,0.587,5,-5.587,1,0.0455,0.0721,0.00159,0.148,0.76,81.676,2012,2,12,-,Georgia,"English,ï¿½Georgian",Pop,-,Male,1,unknown,unknown,unknown,1,4,0,1,0,,,,,,,14.0,,,36.0,0,unknown,0
429,Love Me Back,"Trinidad Cardona, Robinson",0.602,0.612,8,-8.115,1,0.0465,0.0325,0.00943,0.147,0.692,95.161,2012,2,13,18,Turkey,English,Traditional,0,Male,1,unknown,unknown,unknown,5,0,0,0,1,176.0,50.0,,,7.0,226.0,5.0,,,80.0,0,unknown,0
430,Kuula,Ott Lepland,0.354,0.445,5,-7.234,1,0.0323,0.204,8.98e-06,0.119,0.165,128.735,2012,2,14,11,Estonia,Estonian,Ballad,-,Male,1,unknown,unknown,unknown,0,1,0,0,1,78.0,152.0,,,6.0,230.0,4.0,,,100.0,0,unknown,0
431,Don't Close Your Eyes,Keith Whitley,0.605,0.228,7,-16.116,1,0.0267,0.703,0.00198,0.0936,0.285,78.31,2012,2,15,-,Slovakia,English,Rock,0,Male,1,unknown,unknown,unknown,0,0,4,0,0,,,,,,,18.0,,,22.0,0,unknown,0
432,Stay,Various Artists,0.382,0.836,9,-5.661,0,0.403,0.0725,0.0,0.23,0.444,201.776,2012,2,16,12,Norway,English,Dance,0,Male,1,unknown,unknown,unknown,4,1,0,0,1,16.0,24.0,,,26.0,40.0,10.0,,,45.0,0,unknown,0
433,Korake ti znam,Maya Sar,0.379,0.347,9,-7.503,1,0.0321,0.715,0.0,0.244,0.436,122.308,2012,2,17,5,Bosnia and Herzegovina,Bosnian,Ballad,0,Female,1,unknown,unknown,unknown,0,0,0,1,1,,,,,18.0,0.0,6.0,,,77.0,0,unknown,0
434,Love Is Blind,Eve,0.688,0.815,0,-4.761,1,0.321,0.263,0.0,0.151,0.587,176.087,2012,2,18,4,Lithuania,English,Ballad,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,68.0,82.0,,,14.0,150.0,3.0,,,104.0,0,unknown,0
435,Love Will Set You Free,Brother Moses,0.649,0.558,2,-12.229,1,0.0609,0.144,1.25e-05,0.279,0.722,132.822,2012,-,-,1,United Kingdom,English,Ballad,1,Male,1,unknown,unknown,unknown,2,0,1,0,-,36.0,11.0,,,25.0,47.0,,,,,0,unknown,0
436,Echo (You and I),Anggun,0.58,0.786,10,-4.864,1,0.0332,0.00434,0.0,0.105,0.7,136.95,2012,-,-,9,France,"French, English",Pop,1,Female,1,unknown,unknown,unknown,3,2,0,0,-,0.0,85.0,,,22.0,85.0,,,,,0,unknown,0
437,L'amore e femmina (Out of Love),Two Friends,0.492,0.701,0,-5.694,1,0.23,0.359,0.000147,0.0881,0.403,164.153,2012,-,-,10,Italy,"English,ï¿½Italian",Pop,1,Female,1,unknown,unknown,unknown,0,3,0,0,-,56.0,157.0,,,9.0,213.0,,,,,0,unknown,0
438,When the Music Dies,"Mangoo, Faustix, Alex Charles",0.328,0.789,5,-5.273,1,0.0483,0.0946,0.0,0.174,0.53,96.744,2012,-,-,13,Azerbaijan,English,Ballad,1,Female,1,unknown,unknown,unknown,3,1,0,0,-,151.0,118.0,,,4.0,269.0,,,,,0,unknown,1
439,Quedate conmigo (Stay With Me),愛LiL Aizz Kream,0.479,0.726,3,-3.94,0,0.0419,0.121,0.000641,0.0998,0.0384,130.078,2012,-,-,19,Spain,Spanish,Ballad,1,Female,1,unknown,unknown,unknown,0,5,0,0,-,45.0,154.0,,,10.0,199.0,,,,,0,unknown,0
440,Standing Still,Jewel,0.614,0.681,2,-6.616,1,0.0337,0.152,7.32e-06,0.0797,0.341,123.898,2012,-,-,20,Germany,English,Pop,1,Male,1,unknown,unknown,unknown,0,0,4,1,-,125.0,98.0,,,8.0,223.0,,,,,0,unknown,0
441,Jestem,Dwa Sławy,0.519,0.474,11,-9.684,1,0.147,0.699,0.0,0.124,0.12,125.114,2011,1,1,-,Poland,Polish,Pop,-,Female,1,unknown,unknown,unknown,2,3,0,0,0,,,,,,,19.0,,,18.0,0,unknown,0
442,Haba Haba,Shadia,0.428,0.472,2,-10.042,0,0.0674,0.684,0.0,0.404,0.383,118.883,2011,1,2,-,Norway,"English,ï¿½Swahili",Pop,-,Female,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,17.0,,,30.0,0,unknown,0
443,Feel the Passion,Yuzo Koshiro,0.371,0.981,7,-8.455,0,0.0542,5.44e-06,0.981,0.319,0.66,141.986,2011,1,3,-,Albania,English,Rock,-,Female,1,unknown,unknown,unknown,0,3,2,0,0,,,,,,,14.0,,,47.0,0,unknown,0
444,Boom Boom,Black Eyed Peas,0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,2011,1,4,-,Armenia,English,Pop,-,Female,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,12.0,,,54.0,0,unknown,0
445,Live It Up,Various Artists,0.584,0.851,1,-3.392,1,0.0419,0.0185,0.0,0.0976,0.875,122.015,2011,1,5,-,Turkey,English,Rock,-,Male,1,unknown,unknown,unknown,1,0,4,0,0,,,,,,,13.0,,,47.0,0,unknown,0
446,Caroban,Pavel,0.504,0.47,7,-9.68,1,0.0254,0.384,0.0649,0.178,0.261,134.146,2011,1,6,24,Serbia,Serbian,Pop,0,Female,1,unknown,unknown,unknown,0,3,0,0,1,89.0,111.0,,,14.0,200.0,8.0,,,67.0,0,unknown,0
447,Get You,Daniel Caesar,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,2011,1,7,10,Russia,"English, Russian",Pop,0,Male,1,unknown,unknown,unknown,3,0,0,0,1,138.0,25.0,,,16.0,163.0,9.0,,,64.0,0,unknown,0
448,In Love for a While,Anna Rossinelli,0.761,0.398,9,-6.472,1,0.0375,0.251,0.0,0.0976,0.652,127.919,2011,1,8,13,Switzerland,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,2,0,1,2.0,53.0,,,25.0,55.0,10.0,,,55.0,0,unknown,0
449,One More Day,"Lena Raine, Minecraft",0.244,0.045,0,-24.717,1,0.0373,0.975,0.783,0.112,0.0385,69.523,2011,1,9,25,Georgia,English,Rock,0,Female,1,unknown,unknown,unknown,0,0,5,0,1,138.0,79.0,,,9.0,217.0,6.0,,,74.0,0,unknown,0
450,Da Da Dam,Paradise Oskar,0.491,0.509,2,-8.374,1,0.0295,0.173,5e-06,0.301,0.183,72.964,2011,1,10,1,Finland,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,0,1,1,47.0,75.0,,,21.0,122.0,3.0,,,103.0,0,unknown,0
451,One Life,Ed Sheeran,0.573,0.593,6,-7.225,1,0.0299,0.114,2.65e-06,0.122,0.425,159.978,2011,1,11,-,Malta,English,Pop,-,Male,1,unknown,unknown,unknown,2,3,0,0,0,,,,,,,11.0,,,54.0,0,unknown,0
452,Stand By,Ben E. King,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,2011,1,12,-,San Marino,English,Ballad,-,Female,1,unknown,unknown,unknown,0,3,2,0,0,,,,,,,16.0,,,34.0,0,unknown,0
453,Celebrate,Kool & The Gang,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,2011,1,13,-,Croatia,English,Dance,-,Female,1,unknown,unknown,unknown,0,4,1,0,0,,,,,,,15.0,,,41.0,0,unknown,0
454,Coming Home,Diddy - Dirty Money,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,2011,1,14,21,Iceland,English,Pop,0,Male,6,unknown,unknown,unknown,0,0,0,1,1,60.0,72.0,,,20.0,132.0,4.0,,,100.0,0,unknown,0
